Station Number,Station Name(Kanji),Station Name(Kana),Station Name,Station Name of Snow(Kanji),Station Name of Snow(Kana),Station Name of Snow,Latitude_Precipitation(degree),Longitude_Precipitation(degree),Altitude_Precipitation(m),Height of Anemometer(m),Latitude_Snow(degree),Longitude_Snow(degree),Altitude_Snow(m),Precipitation,Wind Speed,Temperature,Sunshine Duration,Depth of Snow Cover,Humidity,Start Date,End Date,Old Station Number,Disconnection of Precipitation,Disconnection of Wind Speed,Disconnection of Temperature,Disconnection of Sunshine Duration,Disconnection of Depth of Snow Cover,Disconnection of Humidity
40181,門井,カドイ,KADOI,,,,36.333,140.033,40,,,,,1,0,0,0,0,0,2005-04-01,9999-99-99,40181,0,0,0,0,0,0
40191,笠間,カサマ,KASAMA,,,,36.395,140.240,72,10.0,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,40191,0,0,0,6,0,0
40201,水戸,ミト,MITO,水戸,ミト,MITO,36.380,140.467,29,14.1,36.380,140.467,29,1,1,1,1,1,1,2021-03-02,9999-99-99,40201,0,0,0,0,0,0
40221,古河,コガ,KOGA,,,,36.202,139.717,20,10.0,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,40221,0,0,0,6,0,0
40231,下館,シモダテ,SHIMODATE,,,,36.282,139.988,24,6.5,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,40231,0,0,0,6,0,0
40241,柿岡,カキオカ,KAKIOKA,,,,36.233,140.188,27,,,,,1,0,0,0,0,0,1975-05-20,9999-99-99,40241,1,1,1,1,1,1
40251,美野里,ミノリ,MINORI,,,,36.237,140.325,25,,,,,1,0,0,0,0,0,1975-05-20,9999-99-99,40251,1,1,1,1,1,1
40281,下妻,シモツマ,SHIMOTSUMA,,,,36.168,139.945,20,10.0,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,40281,0,0,0,6,0,0
40311,鉾田,ホコタ,HOKOTA,,,,36.168,140.527,32,9.9,,,,1,1,1,2,0,1,2021-11-18,9999-99-99,40311,0,0,0,0,0,0
40326,坂東,バンドウ,BANDO,,,,36.035,139.893,16,,,,,1,0,0,0,0,0,2005-04-01,9999-99-99,40326,0,0,0,0,0,0
40336,つくば,ツクバ,TSUKUBA,つくば,ツクバ,TSUKUBA,36.057,140.125,25,20.4,36.057,140.125,25,1,1,1,1,1,1,2021-03-02,9999-99-99,40336,0,0,0,0,0,0
40341,土浦,ツチウラ,TSUCHIURA,,,,36.103,140.220,26,10.0,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,40341,0,0,0,6,0,0
40391,江戸崎,エドサキ,EDOSAKI,,,,35.960,140.320,25,,,,,1,0,0,0,0,0,1975-03-28,9999-99-99,40391,1,1,1,1,1,1
40406,鹿嶋,カシマ,KASHIMA,,,,35.963,140.622,37,10.0,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,40406,0,0,0,6,0,0
40426,龍ケ崎,リュウガサキ,RYUGASAKI,,,,35.890,140.212,4,9.4,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,40426,0,0,0,6,0,0
41011,那須高原,ナスコウゲン,NASU-KOGEN,那須高原,ナスコウゲン,NASU-KOGEN,37.123,140.035,749,6.6,37.123,140.035,749,1,1,1,2,1,1,2021-03-18,9999-99-99,41011,0,0,0,0,0,0
41076,五十里,イカリ,IKARI,,,,36.922,139.695,620,10.0,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,41076,0,0,0,6,0,0
41091,黒磯,クロイソ,KUROISO,,,,36.982,140.018,343,9.9,,,,1,1,1,2,0,1,2021-11-15,9999-99-99,41091,0,0,0,0,0,0
41116,土呂部,ドロブ,DOROBU,土呂部,ドロブ,DOROBU,36.892,139.568,925,10.0,36.892,139.568,925,1,1,1,2,1,0,2021-03-02,9999-99-99,41116,0,0,0,6,0,0
41141,大田原,オオタワラ,OTAWARA,,,,36.840,140.035,188,9.9,,,,1,1,1,2,0,1,2021-11-16,9999-99-99,41141,0,0,0,0,0,0
41166,奥日光,オクニッコウ,OKUNIKKO,奥日光,オクニッコウ,OKUNIKKO,36.738,139.500,1292,11.3,36.738,139.500,1292,1,1,1,1,1,1,2021-03-02,9999-99-99,41166,0,0,0,0,0,0
41172,日光東町,ニッコウヒガシマチ,NIKKOHIGASHIMACHI,,,,36.750,139.615,561,10.4,,,,1,1,1,2,0,0,2022-11-16,9999-99-99,41172,1,5,5,7,1,1
41181,塩谷,シオヤ,SHIOYA,,,,36.757,139.883,225,10.5,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,41181,0,0,0,6,0,0
41211,足尾,アシオ,ASHIO,,,,36.647,139.448,650,,,,,1,0,0,0,0,0,1998-03-31,9999-99-99,41211,0,0,0,0,0,0
41241,高根沢,タカネザワ,TAKANEZAWA,,,,36.607,139.998,148,,,,,1,0,0,0,0,0,1995-02-15,9999-99-99,41241,0,0,0,0,0,0
41247,那須烏山,ナスカラスヤマ,NASU-KARASUYAMA,,,,36.642,140.117,82,10.5,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,41247,0,0,0,6,0,0
41271,鹿沼,カヌマ,KANUMA,,,,36.592,139.735,165,10.5,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,41271,0,0,0,6,0,0
41277,宇都宮,ウツノミヤ,UTSUNOMIYA,宇都宮,ウツノミヤ,UTSUNOMIYA,36.548,139.868,119,49.4,36.548,139.868,119,1,1,1,1,1,1,2021-03-02,9999-99-99,41277,0,0,0,0,0,0
41311,葛生,クズウ,KUZUU,,,,36.432,139.590,120,,,,,1,0,0,0,0,0,2001-09-14,9999-99-99,41311,0,0,0,0,0,0
41331,真岡,モオカ,MOOKA,,,,36.477,139.987,91,10.0,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,41331,0,0,0,6,0,0
41356,足利,アシカガ,ASHIKAGA,,,,36.342,139.462,35,,,,,1,0,0,0,0,0,2022-03-29,9999-99-99,41356,0,0,0,0,0,0
41361,佐野,サノ,SANO,,,,36.363,139.570,68,10.8,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,41361,0,0,0,6,0,0
41371,栃木,トチギ,TOCHIGI,,,,36.373,139.703,65,,,,,1,0,0,0,0,0,1974-11-01,9999-99-99,41371,1,1,1,1,1,1
41376,小山,オヤマ,OYAMA,,,,36.338,139.830,44,15.8,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,41376,0,0,0,6,0,0
42046,藤原,フジワラ,FUJIWARA,藤原,フジワラ,FUJIWARA,36.863,139.058,700,9.9,36.863,139.058,700,1,1,1,2,1,1,2021-10-28,9999-99-99,42046,0,0,0,0,0,0
42091,みなかみ,ミナカミ,MINAKAMI,みなかみ,ミナカミ,MINAKAMI,36.773,138.965,524,10.0,36.773,138.965,524,1,1,1,2,1,1,2021-03-16,9999-99-99,42091,0,0,0,0,0,0
42106,片品,カタシナ,KATASHINA,,,,36.772,139.238,861,,,,,1,0,0,0,0,0,2016-06-30,9999-99-99,42106,0,0,0,0,0,0
42121,草津,クサツ,KUSATSU,草津,クサツ,KUSATSU,36.617,138.592,1223,7.5,36.617,138.592,1223,1,1,1,2,1,0,2021-03-02,9999-99-99,42121,0,0,0,6,0,0
42146,沼田,ヌマタ,NUMATA,,,,36.668,139.022,390,9.9,,,,1,1,1,2,0,1,2021-12-07,9999-99-99,42146,0,0,0,0,0,0
42186,中之条,ナカノジョウ,NAKANOJO,,,,36.587,138.850,354,10.0,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,42186,0,0,0,6,0,0
42221,田代,タシロ,TASHIRO,,,,36.463,138.463,1230,10.0,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,42221,0,0,0,6,0,0
42241,榛名山,ハルナサン,HARUNASAN,,,,36.472,138.873,1088,,,,,1,0,0,0,0,0,2006-10-01,9999-99-99,42241,0,0,0,0,0,0
42251,前橋,マエバシ,MAEBASHI,前橋,マエバシ,MAEBASHI,36.405,139.060,112,12.6,36.405,139.060,112,1,1,1,1,1,1,2021-03-02,9999-99-99,42251,0,0,0,0,0,0
42261,黒保根,クロホネ,KUROHONE,,,,36.502,139.283,285,,,,,1,0,0,0,0,0,1998-03-31,9999-99-99,42261,0,0,0,0,0,0
42266,桐生,キリュウ,KIRYU,,,,36.410,139.325,117,10.0,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,42266,0,0,0,6,0,0
42286,上里見,カミサトミ,KAMISATOMI,,,,36.377,138.895,183,6.5,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,42286,0,0,0,6,0,0
42302,伊勢崎,イセサキ,ISESAKI,,,,36.332,139.165,64,12.0,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,42302,0,0,0,6,0,0
42326,西野牧,ニシノマキ,NISHI-NOMAKI,,,,36.245,138.707,375,10.0,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,42326,0,0,0,6,0,0
42341,藤岡,フジオカ,FUJIOKA,,,,36.242,139.070,95,,,,,1,0,0,0,0,0,2013-03-25,9999-99-99,42341,0,0,0,0,0,0
42366,館林,タテバヤシ,TATEBAYASHI,,,,36.240,139.513,23,10.1,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,42366,0,0,0,6,0,0
42396,神流,カンナ,KANNA,,,,36.108,138.897,357,8.5,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,42396,0,0,0,6,0,0
43051,寄居,ヨリイ,YORII,,,,36.105,139.183,128,10.0,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,43051,0,0,0,6,0,0
43056,熊谷,クマガヤ,KUMAGAYA,熊谷,クマガヤ,KUMAGAYA,36.150,139.380,30,16.7,36.150,139.380,30,1,1,1,1,1,1,2021-03-02,9999-99-99,43056,0,0,0,0,0,0
43091,上吉田,カミヨシダ,KAMIYOSHIDA,,,,36.053,138.980,275,,,,,1,0,0,0,0,0,2004-03-23,9999-99-99,43091,0,0,0,0,0,0
43121,鴻巣,コウノス,KONOSU,,,,36.065,139.522,15,,,,,1,0,0,0,0,0,1975-06-11,9999-99-99,43121,1,1,1,1,1,1
43126,久喜,クキ,KUKI,,,,36.087,139.635,12,10.0,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,43126,0,0,0,6,0,0
43151,三峰,ミツミネ,MITSUMINE,,,,35.927,138.923,975,,,,,1,0,0,0,0,0,1981-06-09,9999-99-99,43151,0,0,0,0,0,0
43156,秩父,チチブ,CHICHIBU,秩父,チチブ,CHICHIBU,35.990,139.073,232,17.2,35.990,139.073,232,1,1,1,1,1,1,2021-03-02,9999-99-99,43156,0,0,0,0,0,0
43157,浦山,ウラヤマ,URAYAMA,,,,35.920,139.070,400,,,,,1,0,0,0,0,0,1977-06-28,9999-99-99,43157,1,1,1,1,1,1
43162,ときがわ,トキガワ,TOKIGAWA,,,,35.990,139.207,295,,,,,1,0,0,0,0,0,2006-03-01,9999-99-99,43162,0,0,0,0,0,0
43171,鳩山,ハトヤマ,HATOYAMA,,,,35.985,139.335,44,6.5,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,43171,0,0,0,6,0,0
43231,飯能,ハンノウ,HANNO,,,,35.838,139.322,84,,,,,1,0,0,0,0,0,1974-11-01,9999-99-99,43231,1,1,1,1,1,1
43241,さいたま,サイタマ,SAITAMA,さいたま,サイタマ,SAITAMA,35.875,139.587,8,9.9,35.875,139.587,8,1,1,1,2,1,1,2021-11-30,9999-99-99,43241,0,0,0,0,0,0
43256,越谷,コシガヤ,KOSHIGAYA,,,,35.883,139.757,3,10.0,,,,1,1,1,2,0,1,2021-11-11,9999-99-99,43256,0,0,0,0,0,0
43266,所沢,トコロザワ,TOKOROZAWA,,,,35.773,139.413,119,10.0,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,43266,0,0,0,6,0,0
44046,小河内,オゴウチ,OGOCHI,,,,35.792,139.050,530,9.9,,,,1,1,1,2,0,1,2021-11-10,9999-99-99,44046,0,0,0,0,0,0
44051,小沢,オザワ,OZAWA,,,,35.735,139.123,420,,,,,1,0,0,0,0,0,1977-08-02,9999-99-99,44051,1,1,1,1,1,1
44056,青梅,オウメ,OME,,,,35.788,139.312,155,10.0,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,44056,0,0,0,6,0,0
44071,練馬,ネリマ,NERIMA,,,,35.738,139.592,51,11.3,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,44071,0,0,0,6,0,0
44112,八王子,ハチオウジ,HACHIOJI,,,,35.667,139.317,123,49.8,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,44112,0,0,0,6,0,0
44116,府中,フチュウ,FUCHU,,,,35.683,139.483,59,9.3,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,44116,0,0,0,6,0,0
44126,世田谷,セタガヤ,SETAGAYA,,,,35.627,139.620,35,,,,,1,0,0,0,0,0,2003-01-20,9999-99-99,44126,0,0,0,0,0,0
44132,東京,トウキョウ,TOKYO,東京,トウキョウ,TOKYO,35.692,139.750,25,35.3,35.692,139.750,25,1,1,1,1,1,1,2021-03-02,9999-99-99,44132,0,0,0,0,0,0
44136,江戸川臨海,エドガワリンカイ,EDOGAWA-RINKAI,,,,35.638,139.863,5,10.2,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,44136,0,0,0,6,0,0
44166,羽田,ハネダ,HANEDA,,,,35.553,139.780,6,10.0,,,,1,1,1,0,0,0,2009-01-30,9999-99-99,44166,0,4,4,0,0,0
44172,大島,オオシマ,OSHIMA,,,,34.748,139.362,74,27.1,,,,1,1,1,1,0,1,2021-03-02,9999-99-99,44172,0,0,0,0,0,0
44173,大島北ノ山,オオシマキタノヤマ,OSHIMA-KITANOYAMA,,,,34.782,139.360,38,9.0,,,,1,1,1,0,0,0,2009-01-29,9999-99-99,44173,0,4,4,0,0,0
44191,利島,トシマ,TOSHIMA,,,,34.528,139.282,100,,,,,1,0,0,0,0,0,2014-07-25,9999-99-99,44191,1,1,1,1,1,1
44207,新島,ニイジマ,NIIJIMA,,,,34.368,139.268,29,10.0,,,,1,1,1,0,0,0,2017-03-08,9999-99-99,44207,0,0,0,0,0,0
44216,神津島,コウヅシマ,KOZUSHIMA,,,,34.188,139.133,138,10.0,,,,1,1,1,0,0,0,2017-03-08,9999-99-99,44216,0,0,0,0,0,0
44226,三宅島,ミヤケジマ,MIYAKEJIMA,,,,34.123,139.520,38,13.2,,,,1,1,1,1,0,1,2021-03-02,9999-99-99,44226,0,0,0,0,0,0
44228,三宅坪田,ミヤケツボタ,MIYAKETSUBOTA,,,,34.073,139.560,20,6.5,,,,1,1,1,0,0,0,2009-01-31,9999-99-99,44228,0,4,4,0,0,0
44262,八重見ヶ原,ヤエミガハラ,YAEMIGAHARA,,,,33.115,139.785,92,10.3,,,,1,1,1,0,0,0,2019-11-07,9999-99-99,44262,0,0,0,0,0,0
44263,八丈島,ハチジョウジマ,HACHIJOJIMA,,,,33.122,139.778,151,18.1,,,,1,1,1,1,0,1,2021-03-02,9999-99-99,44263,0,0,0,0,0,0
44281,青ヶ島,アオガシマ,AOGASHIMA,,,,32.467,139.760,272,,,,,1,0,0,0,0,0,2014-07-31,9999-99-99,44281,1,1,1,1,1,1
44301,父島,チチジマ,CHICHIJIMA,,,,27.092,142.190,3,15.8,,,,1,1,1,1,0,1,2021-03-02,9999-99-99,44301,0,0,0,0,0,0
44316,母島,ハハジマ,HAHAJIMA,,,,26.635,142.162,32,,,,,1,0,0,0,0,0,2007-08-29,9999-99-99,44316,1,1,1,1,1,1
44356,南鳥島,ミナミトリシマ,MINAMITORISHIMA,,,,24.288,153.983,7,15.8,,,,1,1,1,1,0,1,2021-03-02,9999-99-99,44356,0,0,0,0,0,0
45061,我孫子,アビコ,ABIKO,,,,35.863,140.110,20,10.0,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,45061,0,0,0,6,0,0
45081,香取,カトリ,KATORI,,,,35.858,140.502,37,7.9,,,,1,1,1,2,0,1,2022-11-15,9999-99-99,45081,0,0,0,0,0,0
45086,東庄,トウノショウ,TONOSHO,,,,35.795,140.682,52,,,,,1,0,0,0,0,0,2017-02-23,9999-99-99,45086,0,0,0,0,0,0
45106,船橋,フナバシ,FUNABASHI,,,,35.712,140.043,28,7.9,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,45106,0,0,0,6,0,0
45116,佐倉,サクラ,SAKURA,,,,35.728,140.212,5,10.3,,,,1,1,1,2,0,1,2021-11-25,9999-99-99,45116,0,0,0,0,0,0
45121,成田,ナリタ,NARITA,,,,35.763,140.385,41,10.0,,,,1,1,1,0,0,0,2018-03-01,9999-99-99,45121,0,0,0,0,0,0
45147,銚子,チョウシ,CHOSHI,銚子,チョウシ,CHOSHI,35.738,140.857,20,28.2,35.738,140.857,20,1,1,1,1,1,1,2021-03-02,9999-99-99,45147,0,0,0,0,0,0
45181,横芝光,ヨコシバヒカリ,YOKOSHIBAHIKARI,,,,35.655,140.505,5,10.0,,,,1,1,1,2,0,0,2022-03-16,9999-99-99,45181,0,0,0,0,0,0
45212,千葉,チバ,CHIBA,千葉,チバ,CHIBA,35.602,140.103,3,47.9,35.602,140.103,3,1,1,1,1,1,1,2021-03-02,9999-99-99,45212,0,0,0,0,0,0
45261,茂原,モバラ,MOBARA,,,,35.437,140.293,11,10.0,,,,1,1,1,2,0,0,2021-03-09,9999-99-99,45261,0,0,0,0,0,0
45282,木更津,キサラヅ,KISARAZU,,,,35.362,139.940,60,10.1,,,,1,1,1,2,0,1,2022-11-16,9999-99-99,45282,0,0,0,0,0,0
45291,牛久,ウシク,USHIKU,,,,35.397,140.148,30,9.4,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,45291,0,0,0,6,0,0
45326,坂畑,サカハタ,SAKAHATA,,,,35.235,140.098,120,10.0,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,45326,0,0,0,6,0,0
45331,大多喜,オオタキ,OOTAKI,,,,35.252,140.215,70,,,,,1,0,0,0,0,0,2004-03-17,9999-99-99,45331,0,0,0,0,0,0
45346,鋸南,キョナン,KYONAN,,,,35.122,139.837,10,,,,,1,0,0,0,0,0,2006-07-13,9999-99-99,45346,0,0,0,0,0,0
45361,鴨川,カモガワ,KAMOGAWA,,,,35.112,140.100,5,9.9,,,,1,1,1,2,0,1,2021-12-02,9999-99-99,45361,0,0,0,0,0,0
45371,勝浦,カツウラ,KATSUURA,,,,35.150,140.312,12,15.2,,,,1,1,1,1,0,1,2021-03-02,9999-99-99,45371,0,0,0,0,0,0
45401,館山,タテヤマ,TATEYAMA,,,,34.987,139.865,6,21.8,,,,1,1,1,1,0,1,2021-03-02,9999-99-99,45401,0,0,0,0,0,0
46001,相模湖,サガミコ,SAGAMIKO,,,,35.613,139.193,188,,,,,1,0,0,0,0,0,1986-08-28,9999-99-99,46001,0,0,0,0,0,0
46046,相模原中央,サガミハラチュウオウ,SAGAMIHARACHUO,,,,35.572,139.370,149,,,,,1,0,0,0,0,0,2006-04-03,9999-99-99,46046,0,0,0,0,0,0
46061,日吉,ヒヨシ,HIYOSHI,,,,35.552,139.650,57,,,,,1,0,0,0,0,0,1975-05-16,9999-99-99,46061,1,1,1,1,1,1
46076,丹沢湖,タンザワコ,TANZAWAKO,,,,35.410,139.043,330,,,,,1,0,0,0,0,0,1984-03-26,9999-99-99,46076,0,0,0,0,0,0
46091,海老名,エビナ,EBINA,,,,35.433,139.387,18,6.5,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,46091,0,0,0,6,0,0
46106,横浜,ヨコハマ,YOKOHAMA,横浜,ヨコハマ,YOKOHAMA,35.438,139.652,39,19.8,35.438,139.652,39,1,1,1,1,1,1,2021-03-02,9999-99-99,46106,0,0,0,0,0,0
46136,平塚,ヒラツカ,HIRATSUKA,,,,35.345,139.305,20,,,,,1,0,0,0,0,0,1994-10-12,9999-99-99,46136,0,0,0,0,0,0
46141,辻堂,ツジドウ,TSUJIDO,,,,35.320,139.450,5,9.9,,,,1,1,1,2,0,1,2021-11-08,9999-99-99,46141,0,0,0,0,0,0
46161,箱根,ハコネ,HAKONE,,,,35.222,139.042,855,,,,,1,0,0,0,0,0,2009-01-20,9999-99-99,46161,0,0,0,0,0,0
46166,小田原,オダワラ,ODAWARA,,,,35.277,139.155,14,9.9,,,,1,1,1,2,0,1,2021-11-30,9999-99-99,46166,0,0,0,0,0,0
46211,三浦,ミウラ,MIURA,,,,35.178,139.630,42,10.0,,,,1,1,1,2,0,1,2022-11-17,9999-99-99,46211,0,0,0,0,0,0
48031,野沢温泉,ノザワオンセン,NOZAWAONSEN,野沢温泉,ノザワオンセン,NOZAWAONSEN,36.912,138.442,576,10.0,36.912,138.442,576,1,1,1,2,1,0,2021-03-02,9999-99-99,48031,0,0,0,6,0,0
48061,信濃町,シナノマチ,SHINANOMACHI,信濃町,シナノマチ,SHINANOMACHI,36.808,138.197,685,9.5,36.808,138.197,685,1,1,1,2,1,0,2021-03-02,9999-99-99,48061,0,0,0,6,0,0
48066,飯山,イイヤマ,IIYAMA,飯山,イイヤマ,IIYAMA,36.875,138.375,313,9.9,36.875,138.375,313,1,1,1,2,1,1,2021-10-27,9999-99-99,48066,0,0,0,0,0,0
48097,小谷,オタリ,OTARI,小谷,オタリ,OTARI,36.822,137.930,550,,36.822,137.930,550,1,0,0,0,1,0,1983-10-13,9999-99-99,48097,1,1,1,1,1,1
48141,白馬,ハクバ,HAKUBA,白馬,ハクバ,HAKUBA,36.698,137.862,703,10.0,36.698,137.862,703,1,1,1,2,1,0,2021-03-02,9999-99-99,48141,0,0,0,6,0,0
48146,鬼無里,キナサ,KINASA,,,,36.688,137.965,778,,,,,1,0,0,0,0,0,1977-06-29,9999-99-99,48146,1,1,1,1,1,1
48156,長野,ナガノ,NAGANO,長野,ナガノ,NAGANO,36.662,138.192,418,18.8,36.662,138.192,418,1,1,1,1,1,1,2021-03-02,9999-99-99,48156,0,0,0,0,0,0
48172,笠岳,カサダケ,KASADAKE,,,,36.665,138.458,1473,,,,,1,0,0,0,0,0,2020-08-19,9999-99-99,48172,0,0,0,0,0,0
48191,大町,オオマチ,OMACHI,大町,オオマチ,OMACHI,36.523,137.832,784,10.0,36.523,137.832,784,1,1,1,2,1,0,2021-03-02,9999-99-99,48191,0,0,0,6,0,0
48196,信州新町,シンシュウシンマチ,SHINSHUSHIMMACHI,,,,36.548,137.997,509,9.5,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,48196,0,0,0,6,0,0
48216,菅平,スガダイラ,SUGADAIRA,菅平,スガダイラ,SUGADAIRA,36.532,138.325,1253,10.0,36.532,138.325,1253,1,1,1,2,1,0,2021-03-02,9999-99-99,48216,0,0,0,6,0,0
48247,聖高原,ヒジリコウゲン,HIJIRI-KOGEN,,,,36.487,138.068,985,,,,,1,0,0,0,0,0,1990-06-19,9999-99-99,48247,0,0,0,0,0,0
48256,上田,ウエダ,UEDA,,,,36.400,138.265,502,6.5,,,,1,1,1,2,0,1,2021-03-19,9999-99-99,48256,0,0,0,0,0,0
48296,穂高,ホタカ,HOTAKA,,,,36.343,137.882,540,10.0,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,48296,0,0,0,6,0,0
48321,東御,トウミ,TOMI,,,,36.383,138.383,958,10.0,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,48321,0,0,0,6,0,0
48331,軽井沢,カルイザワ,KARUIZAWA,軽井沢,カルイザワ,KARUIZAWA,36.342,138.547,999,18.5,36.342,138.547,999,1,1,1,1,1,1,2021-03-02,9999-99-99,48331,0,0,0,0,0,0
48346,上高地,カミコウチ,KAMIKOCHI,,,,36.248,137.633,1510,,,,,1,0,0,0,0,0,1991-10-30,9999-99-99,48346,0,0,0,0,0,0
48361,松本,マツモト,MATSUMOTO,松本,マツモト,MATSUMOTO,36.247,137.970,610,17.6,36.247,137.970,610,1,1,1,1,1,1,2021-03-02,9999-99-99,48361,0,0,0,0,0,0
48363,松本今井,マツモトイマイ,MATSUMOTO-IMAI,,,,36.167,137.922,658,10.0,,,,1,1,1,0,0,0,2020-01-30,9999-99-99,48363,0,0,0,0,0,0
48371,鹿教湯,カケユ,KAKEYU,,,,36.302,138.137,721,,,,,1,0,0,0,0,0,1974-11-01,9999-99-99,48371,1,1,1,1,1,1
48381,立科,タテシナ,TATESHINA,,,,36.272,138.313,715,10.0,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,48381,0,0,0,6,0,0
48386,佐久,サク,SAKU,,,,36.247,138.477,683,10.0,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,48386,0,0,0,6,0,0
48436,白樺湖,シラカバコ,SHIRAKABAKO,,,,36.105,138.228,1440,,,,,1,0,0,0,0,0,2004-09-09,9999-99-99,48436,1,1,1,1,1,1
48466,奈川,ナガワ,NAGAWA,,,,36.088,137.683,1068,10.0,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,48466,0,0,0,6,0,0
48491,諏訪,スワ,SUWA,諏訪,スワ,SUWA,36.045,138.108,760,10.8,36.045,138.108,760,1,1,1,1,1,1,2021-03-02,9999-99-99,48491,0,0,0,0,0,0
48516,北相木,キタアイキ,KITAAIKI,,,,36.072,138.612,1185,,,,,1,0,0,0,0,0,2004-09-08,9999-99-99,48516,1,1,1,1,1,1
48531,開田高原,カイダコウゲン,KAIDAKOGEN,開田高原,カイダコウゲン,KAIDAKOGEN,35.938,137.602,1130,9.9,35.938,137.602,1130,1,1,1,2,1,1,2021-10-18,9999-99-99,48531,0,0,0,0,0,0
48536,木祖薮原,キソヤブハラ,KISO-YABUHARA,,,,35.937,137.787,985,11.3,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,48536,0,0,0,6,0,0
48546,辰野,タツノ,TATSUNO,,,,35.983,137.983,732,10.0,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,48546,0,0,0,6,0,0
48556,高遠,タカトオ,TAKATO,,,,35.953,138.108,1075,,,,,1,0,0,0,0,0,2004-09-09,9999-99-99,48556,1,1,1,1,1,1
48561,原村,ハラムラ,HARAMURA,,,,35.970,138.220,1017,10.0,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,48561,0,0,0,6,0,0
48571,野辺山,ノベヤマ,NOBEYAMA,,,,35.948,138.472,1350,10.0,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,48571,0,0,0,6,0,0
48601,御嶽山,オンタケサン,ONTAKESAN,,,,35.872,137.503,2195,,,,,1,0,0,0,0,0,1990-11-08,9999-99-99,48601,0,0,0,0,0,0
48606,木曽福島,キソフクシマ,KISOFUKUSHIMA,,,,35.840,137.688,750,8.2,,,,1,1,1,2,0,1,2021-03-04,9999-99-99,48606,0,0,0,0,0,0
48621,伊那,イナ,INA,,,,35.825,137.955,633,10.0,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,48621,0,0,0,6,0,0
48681,宮田高原,ミヤダコウゲン,MIYADA-KOGEN,,,,35.773,137.885,1660,,,,,1,0,0,0,0,0,1974-11-01,9999-99-99,48681,1,1,1,1,1,1
48691,杉島,スギシマ,SUGISHIMA,,,,35.727,138.093,905,,,,,1,0,0,0,0,0,1983-06-23,9999-99-99,48691,1,1,1,1,1,1
48716,須原,スハラ,SUHARA,,,,35.698,137.692,535,,,,,1,0,0,0,0,0,2007-01-16,9999-99-99,48716,0,0,0,0,0,0
48717,南木曽,ナギソ,NAGISO,,,,35.610,137.620,560,10.0,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,48717,0,0,0,6,0,0
48731,飯島,イイジマ,IIJIMA,,,,35.653,137.898,728,10.0,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,48731,0,0,0,6,0,0
48737,大鹿,オオシカ,OSHIKA,,,,35.557,138.040,718,,,,,1,0,0,0,0,0,1983-06-14,9999-99-99,48737,1,1,1,1,1,1
